년도,제목,본문,링크
2021,"‘사 두면 오르는 시대’ 끝났나…아파트 분양가, 매매 시세 앞질렀다","‘사 두면 오르는 시대’ 끝났나…아파트 분양가, 매매 시세 앞질렀다 - 경향신문 전체 검색창 열기 검색창 닫기 경향신문 경제 공유하기 페이스북 공유하기 트위터 공유하기 카카오톡 공유하기 밴드 공유하기 네이버블로그 공유하기 URL복사 이메일로 공유하기 뉴스플리 댓글 ‘사 두면 오르는 시대’ 끝났나…아파트 분양가, 매매 시세 앞질렀다 읽음 닫기 검색 경향닷컴 홈으로 이동 전체 메뉴 최신기사 실시간 랭킹 기사 오피니언 사설 여적 기자메모 칼럼 만평 독자마당 정치 대통령실 국회·정당 국방·외교 북한·한반도 선거 정치 일반 경제 금융·재테크 산업 IT·가전 부동산 자동차 생활경제 취업·창업 경제 일반 사회 사건·사고 법원·검찰 교육·입시 노동 보건·복지 미디어 젠더 사회 일반 국제 미국·중남미 일본 중국·대만 유럽 아시아·호주 중동·아프리카 국제 일반 문화 책 연극·클래식 학술·문화재 종교 미술·건축 대중음악 영화 방송 문화 일반 스포츠 야구 축구 골프 농구·배구 스포츠종합 월드컵 올림픽·아",https://www.khan.co.kr/article/202501270600005
2021,지난해 서울 아파트 값 평당 3861만원…전고점 회복,"지난해 서울 아파트 값 평당 3861만원…전고점 회복 본문 경제 경제일반 지난해 서울 아파트 값 평당 3861만원…전고점 회복 박종오 기자 수정 2025-01-27 13:47 등록 2025-01-27 13:40 기사를 읽어드립니다 Your browser does not support the audio element. 0 서울 송파구 잠실 일대 아파트 단지. 박종식 기자 anaki@hani.co.kr 지난해 서울 아파트 평균 매매가격이 3.3㎡당 3800만원을 넘어서며 전 고점 수준에 이른 것으로 나타났다. 27일 부동산리서치업체인 리얼투데이에 따르면 지난해 서울 아파트 매매가격은 3.3㎡당 평균 3861만3천원으로 1년 전(3613만5천원)에 견줘 6.9% 올랐다. 앞서 이전 고점이었던 2021년 3885만5천원에서 2022년 3738만2천원, 2023년 3613만5천원으로 2년 연속 내렸다가 이전 고점 수준으로 돌아간 것이다. 신축 아파트를 중심으로 가격 오름세를 보인 영향이다. ",https://www.hani.co.kr/arti/economy/economy_general/1179900.html
2022,10억 부르던 아파트가 5억?…뜻밖의 상황에 집주인 '눈물' [현장+],10억 부르던 집 5억대로…공급 폭탄에 울상 짓는 평택 집주인 | 한국경제 본문 바로가기 한경코리아마켓 한경글로벌마켓 집코노미 오피니언 경제 금융 산업 유통 IT 국제 프리미엄 마켓인사이트 한경Law&Biz 한경 BIO Insight 한경CHO Insight 한경ESG 한경Geeks 입법 익스플로러 아르떼 한경만의 독자적인 프리미엄 콘텐츠입니다. 더보기 정치 사회 골프 연예 스포츠 회원전용 전체뉴스 한경트래블 뉴스레터 스페셜 리포트 The Moneyist The Lifeist 한경동영상 기자 코너 POLL 랭킹뉴스 인사·부고 보도자료 데이터센터 한경용어사전 한경행사 스타워즈 한경유레카 한경운세 신문 전자판 신문 구독신청 한경스토어 한경렌탈 한경미디어 한국경제TV KED Global 한국경제매거진 한경에이셀 한경 arte TV 한경 arte 필하모닉 BOOK 한경아카데미 한경블루애드 텐아시아 생글생글 주니어 생글생글 TESAT 29초영화제 교육센터 블루밍비트 키즈맘 포천힐스 빠른 메뉴,https://www.hankyung.com/article/2025020688966
2022,"“오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우...","“오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우 1채 산다[부동산360] - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우 1채 산다[부동산360] 부동산 부동산360 “오늘이 제일 싸다” 서울 고가 아파트, 지방 아파트 24채 팔아야 겨우 1채 산다[부동산360] 입력 2",https://biz.heraldcorp.com/article/10413971?ref=naver
2022,"금리인하·대출재개, 아파트값 구원할까","금리인하·대출재개, 아파트값 구원할까 < 영상 < 기사본문 - 연합인포맥스 주요서비스 바로가기 본문 바로가기 매체정보 바로가기 로그인 바로가기 기사검색 바로가기 전체서비스 바로가기 상단영역 2025-02-07 17:20 (금) 회사소개 About us 인포맥스 단말기 연합뉴스경제TV 유튜브 연합뉴스 연합뉴스TV 최신뉴스 정책/금융 채권/외환 빅데이터뉴스 IB/기업 증권 국제뉴스 해외주식 부동산 오피니언 영상 기사검색 검색 본문영역 이전 기사보기 다음 기사보기 금리인하·대출재개, 아파트값 구원할까 SNS 기사보내기 다른 공유 찾기 바로가기 본문 글씨 줄이기 본문 글씨 키우기 스크롤 이동 상태바 현재위치 홈 영상 금리인하·대출재개, 아파트값 구원할까 기자명 남승표 기자 입력 2025.02.07 15:16 수정 2025.02.07 15:31 SNS 기사보내기 SNS 기사보내기 다른 공유 찾기 바로가기 본문 글씨 줄이기 본문 글씨 키우기 이 기사를 공유합니다 페이스북(으)로 기사보내기 트위",https://news.einfomax.co.kr/news/articleView.html?idxno=4342532
2022,"“서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었...","“서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] 부동산 부동산360 “서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] 입력 2025-02-07",https://biz.heraldcorp.com/article/10414338?ref=naver
2022,"“그 때 샀어야 했나”···멈췄던 서울 아파트값, 5주만에 상승 전환","“그 때 샀어야 했나”···멈췄던 서울 아파트값, 5주만에 상승 전환 - 경향신문 전체 검색창 열기 검색창 닫기 경향신문 경제 #부동산 시장은 지금 공유하기 페이스북 공유하기 트위터 공유하기 카카오톡 공유하기 밴드 공유하기 네이버블로그 공유하기 URL복사 이메일로 공유하기 뉴스플리 댓글 “그 때 샀어야 했나”···멈췄던 서울 아파트값, 5주만에 상승 전환 읽음 닫기 검색 경향닷컴 홈으로 이동 전체 메뉴 최신기사 실시간 랭킹 기사 오피니언 사설 여적 기자메모 칼럼 만평 독자마당 정치 대통령실 국회·정당 국방·외교 북한·한반도 선거 정치 일반 경제 금융·재테크 산업 IT·가전 부동산 자동차 생활경제 취업·창업 경제 일반 사회 사건·사고 법원·검찰 교육·입시 노동 보건·복지 미디어 젠더 사회 일반 국제 미국·중남미 일본 중국·대만 유럽 아시아·호주 중동·아프리카 국제 일반 문화 책 연극·클래식 학술·문화재 종교 미술·건축 대중음악 영화 방송 문화 일반 스포츠 야구 축구 골프 농구·배구 스",https://www.khan.co.kr/article/202502061400001
2022,"“7억 하던 집이 4억?” 노도강 영끌 청년 ‘눈물의 급매’ 낼 때, ‘강...","“7억 하던 집이 4억?” 노도강 영끌 청년 ‘눈물의 급매’ 낼 때, ‘강남 대형’은 20개월 연속 상승[부동산360] - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “7억 하던 집이 4억?” 노도강 영끌 청년 ‘눈물의 급매’ 낼 때, ‘강남 대형’은 20개월 연속 상승[부동산360] 부동산 부동산360 “7억 하던 집이 4억?” 노도강 영끌 청년 ‘눈물의 급매’ 낼",https://biz.heraldcorp.com/article/10414891?ref=naver
2022,공공이 떠받친 주택공급…민간부문 인허가는 15% 줄었다,공공이 떠받친 주택공급…민간부문 인허가는 15% 줄었다 | 연합뉴스 연합뉴스 본문 바로가기 메뉴 바로가기 국가기간뉴스 통신사 연합뉴스 최신기사 정치 정치 전체기사 대통령실/총리실 국회/정당 외교 국방 북한 경제 경제 전체기사 경제/정책 금융 부동산 취업/창업 소비자 마켓 + 마켓 + 전체기사 국내주식 해외주식 채권 펀드/ETF 글로벌시장 증권/운용사 리포트 공시 산업 산업 전체기사 산업/기업 전기전자 중화학 자동차 건설 에너지/자원 IT/과학 게임 유통/서비스 중기/벤처 바이오/헬스 농림축산 해양수산 사회 사회 전체기사 사건/사고 법원/검찰 교육 복지/노동 환경/기후변화 여성/아동 재외동포 다문화 전국 전국 전체기사 경기 인천 부산 울산 경남 대구/경북 광주/전남 전북 대전/충남/세종 충북 강원 제주 세계 세계 전체기사 특파원 미국/북미 중국 일본 아시아/호주 유럽 중남미 중동/아프리카 국제기구 PRNewswire/AsiaNet 문화 문화 전체기사 책/문학 만화/웹툰 종교 공연/전시,https://www.yna.co.kr/view/AKR20250204166500003?input=1195m
2022,"`귀하신 몸` 중대형, 면적 클수록 집값 상승폭도 `껑충` 존재감 뽐내…","`±ÍÇÏ½Å ¸ö` Áß´ëÇü, ¸éÀû Å¬¼ö·Ï Áý°ª »ó½ÂÆøµµ `²±Ãæ` Á¸Àç°¨ »Ë³»¡¦ - µðÁöÅÐÅ¸ÀÓ½º ±¸µ¶ ¢º ³×ÀÌ¹ö ´º½º½ºÅÄµå ³×ÀÌ¹ö Ã¤³Î ´ÙÀ½ Ã¤³Î Áö¸éº¸±â PDF ÃÖ½Å´º½º Á¤Ä¡ °æÁ¦ »ê¾÷ ICT°úÇÐ ±ÝÀ¶ ºÎµ¿»ê ±¹Á¦ »çÈ¸ ÇÇÇÃ ¿ÀÇÇ´Ï¾ð ´ëÇÐ¼Ò½Ä µ¿¿µ»ó °Ë»ö ¼Óº¸ ¹Ì¼º³âÀÚ 159¸í ¼ºÂøÃëÇÑ `ÀÚ°æ´Ü` ÃÑÃ¥ ½Å»ó ³»ÀÏ °ø°³¡¦""33¼¼ Á÷ÀåÀÎ"" ""±èÁ¤Àº °øÆ÷ À¯¹ß, Àü¼úÇÙ ¼øÈ¯¹èÄ¡°¡ È¿°úÀûÀÏ °Í"" DGB±ÝÀ¶, ÀÛ³â ¼øÀÍ 2208¾ï¡¦600¾ï ÀÚ»çÁÖ ¼Ò°¢ Å©·¹µ÷ÄÚÀÎ, Å»Áß¾ÓÈ­ °Å·¡¼Ò `Æë±Ï½º¿Ò` ¸ÞÀÎ³Ý °ø½Ä Ãâ½Ã ÇÁ¸®Áò(PRIZM), `´õ ½Ã¿¡³ª ¸®Á¶Æ®` ¶óÀÌºê °Å·",https://www.dt.co.kr/contents.html?article_no=2025020702109923039001&ref=naver
2022,아파트가 100억 '훌쩍'…신고가 행진,"아파트가 100억 훌쩍신고가 행진 | 한국경제TV → 주식은 와우넷 / wownet.co.kr → 주식은 와우넷 / wownet.co.kr 닫기 와우넷 한경구독 로그아웃 마이페이지 로그인 고객센터 열기 뉴스 SITE MAP 검색하기 검색 뉴스홈 전체뉴스 증권 경제 금융 산업 부동산 부동산 뉴스 부동산 컨설팅 국제 칼럼·연재 영상뉴스 랭킹뉴스 한국경제TV 와우넷 회원가입 한경구독 지역별채널 편성표 온에어 HOT 대한항공, 지난해 매출 16.1조원…""사상 최대"" KAI, 지난해 4.9조 수주...""올해 수주 목표 '8.5조"" 롯데케미칼, 지난해 영업손실 8948억원…3년째 적자 최대주주 변경·무리한 자금조달…한계기업 '상폐 시그널' [포토] 박효주, '아름다운 미소~' '브로큰' 김남길 ""하정우, 폭주족 같은 느낌…멈추지 않고 본능적"" [온에어] 투자의 재발견 [굿모닝 한경글로벌마켓] 아마존 가이던스 부진에 시간외 4%▼ | 신규 실업수당청구 예상상회 | ""트럼프, 10년물 국채금리 하",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202502030160&t=NN
2022,서울 대형 아파트 매매가격지수 역대 최고 '양극화 심화',서울 대형 아파트 매매가격지수 역대 최고 '양극화 심화' - 파이낸셜뉴스 파이낸셜뉴스> 전체메뉴 검색 구독신청 Family Site 금융·증권 금융 증권 부동산 정책 건설 철도·항공 ·선박 부동산 일반 산업·IT 산업 통신·방송 게임 인터넷 블록체인 의학·과학 경제 경제 일반 생활 경제 정치 대통령실 국회·정당 북한 외교·국방 사회 사건·사고 검찰·법원 행정·지자체 교육 전국 국제 국제 경제 국제 정치 국제 사회 라이프 연예 패션/뷰티 스포츠 푸드·리빙 레저·문화 오피니언 사설/칼럼 사외 칼럼 기획·연재 fn파인더 fn시리즈 핫이슈+ fnEdition 포토 뉴스레터 기자ON fntv 신문보기 fnSurvey 닫기 회사소개 광고문의 제휴문의 개인정보취급방침 저작권규약 이메일주소무단수집거부 구독신청 고충처리 검색 닫기 공유하기 공유 카카오톡 페이스북 트위터 네이버블로그 주소복사 부동산 부동산일반 서울 대형 아파트 매매가격지수 역대 최고 '양극화 심화' 연지안 기자 파이낸셜뉴스 입력 20,http://www.fnnews.com/news/202502031018478727
2022,"금리인하·대출재개, 아파트값 구원할까","금리인하·대출재개, 아파트값 구원할까 < 영상 < 기사본문 - 연합인포맥스 주요서비스 바로가기 본문 바로가기 매체정보 바로가기 로그인 바로가기 기사검색 바로가기 전체서비스 바로가기 상단영역 2025-02-07 17:20 (금) 회사소개 About us 인포맥스 단말기 연합뉴스경제TV 유튜브 연합뉴스 연합뉴스TV 최신뉴스 정책/금융 채권/외환 빅데이터뉴스 IB/기업 증권 국제뉴스 해외주식 부동산 오피니언 영상 기사검색 검색 본문영역 이전 기사보기 다음 기사보기 금리인하·대출재개, 아파트값 구원할까 SNS 기사보내기 다른 공유 찾기 바로가기 본문 글씨 줄이기 본문 글씨 키우기 스크롤 이동 상태바 현재위치 홈 영상 금리인하·대출재개, 아파트값 구원할까 기자명 남승표 기자 입력 2025.02.07 15:16 수정 2025.02.07 15:31 SNS 기사보내기 SNS 기사보내기 다른 공유 찾기 바로가기 본문 글씨 줄이기 본문 글씨 키우기 이 기사를 공유합니다 페이스북(으)로 기사보내기 트위",https://news.einfomax.co.kr/news/articleView.html?idxno=4342532
2022,대구 아파트값 언제 오를까?···줄줄이 '폭탄' 대기하고 있다,대구 아파트값 언제 오를까?···줄줄이 '폭탄' 대기하고 있다 ::::: 기사 본문 바로가기 검색 사이드메뉴바 사이드메뉴바 OnAir 실시간TV FM4U 표준FM 뉴스 대구MBC 뉴스 정치 경제 사회 교육·문화 스포츠 날씨 카드뉴스 수상작 기자별 뉴스보기 기자 취재·보도 윤리강령 TV TV편성표 TV프로그램 특집프로그램(보도·스포츠) 특집프로그램(TV특집) 아나운서 소개 Radio 표준FM 주간편성표 FM4U 주간편성표 Radio프로그램 Radio특집프로그램 대구MBC 연혁 방송강령 대구MBC 프로그램제작 가이드라인 윤리강령 윤리위원회 대구MBC 클린센터 방송구역 기구조직 오시는 길 전화번호 결산공고 [재무상태표] 감사인선임공고 대구MBC 수상경력 시청자센터 시청자 권익보호 시청자위원회 고충처리인 시청자게시판 장애인서비스 이용안내 로그인 로그인 검색 검색 로그인 로그인 사이드메뉴바 닫기 OnAir 실시간TV FM4U 표준FM 뉴스 대구MBC 뉴스 정치 경제 사회 교육·문화 스포츠 날,https://dgmbc.com/article/LrExsuMIHv
2022,[팔도부동산]치솟는 분양가…부산 아파트도 평당 4500만원?,[팔도부동산]치솟는 분양가…부산 아파트도 평당 4500만원? 검색 유튜브에서 보기 네이버에서 보기 다음에서 보기 뉴스 전체기사 산업 IT 바이오 부동산 경제 증권 생활경제 거버넌스 시리즈 이슈워치 분양미식회 공시줍줍 유튜브 비즈워치 분양미식회 공시줍줍 돈워리 채널 페이스북 네이버 블로그 네이버TV 카카오TV 카카오톡채널 뉴스토어 스페셜 워치플레이 창간11주년 연중기획 ‘AX인사이트’ 창간10주년 특별기획 ‘DX인사이트’ 친환경 전기차의 역설 디지털 새로운불평등의 시작 [팔도부동산]치솟는 분양가…부산 아파트도 평당 4500만원? 김진수 기자 jskim@bizwatch.co.kr 2025.02.06 (목) 07:40 해운대 '르엘 센텀' 3~4월 분양 가닥 남천동 '써밋'도 고급화 강조 분양가-매매가 격차 '전국 3위' 지난해 서울 아파트 평균 분양가가 3.3㎡(평)당 4820만원을 기록한 가운데 부산에서도 4000만원대 분양가를 예고한 단지들이 등장하고 있다. 작년 부산 평균 분양가는,http://news.bizwatch.co.kr/article/real_estate/2025/02/05/0033
2022,"“부동산 시장, 금융위기 때와 비슷…올해 경매 쏟아질 듯”","“부동산 시장, 금융위기 때와 비슷…올해 경매 쏟아질 듯”",https://www.chosun.com/economy/real_estate/2025/02/05/GSRFBEWOR5BURBPITHUUL3FAHI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
2022,"""부동산 혹한기 아니었어?""…서울 '대형 아파트' 나홀로 고공행진, 왜?","'부동산 혹한기 아니었어?'…서울 '대형 아파트' 나홀로 고공행진, 왜? | 서울경제 주 메뉴 바로가기 본문내용 바로가기 시그널 디센터 라이프점프 서울경제TV 미주한국일보 라디오서울 전종목시세 e-Paper 구독안내 로그인 기자 구독 연재 구독 저장 기사 회원정보 로그아웃 이전 다음 전체메뉴 검색 전체메뉴 증권 지수정보 종목정보 국내증시 공시 종목·투자전략 정책 해외증시 채권 재테크 IB&Deal 증권정보 증권일반 News봇 부동산 정책·제도 분양 주택 오피스·상가·토지 건설업계 간접투자 부동산일반 경제·금융 경제동향 정책 공기업 경제분석 금융정책 은행 카드 보험 제2금융 재테크 금융가 경제·금융일반 산업 기업 중기·벤처 생활 IT 바이오 산업일반 정치 대통령실 국회·정당·정책 총리실 통일·외교·안보 정치일반 사회 사회일반 전국 사회이슈 피플 국제 정치·사회 경제·마켓 기업 인물·화제 국제일반 오피니언 사설 사내칼럼 사외칼럼 문화·스포츠 헬스 라이프 문화 방송·연예 스포츠 자동차 서",https://www.sedaily.com/NewsView/2GOU8EAYCF
2022,“내집마련 보단 전세가 좋아”… 전국 아파트 전세가율 68% 최고치,“내집마련 보단 전세가 좋아”… 전국 아파트 전세가율 68% 최고치 | 세계일보 스포츠월드 세계비즈 구독신청 mPaper RSS 로그인 회원가입 로그아웃 회원정보수정 회원탈퇴 세계일보 구글 페이스북 네이버 포스트 X 트위터 유튜브 스포츠 연재물 선학평화상 환경 드론 전체메뉴 검색 뉴스 정치 일반 대통령실 국회ㆍ정당 선거ㆍ선관위 외교ㆍ안보 국방 북한ㆍ통일 사회 일반 검찰·법원 노동·복지 환경·날씨 교통·항공 교육·학교 사건 해외 국제 일반 미국·캐나다 중국 일본 아태 유럽 중동·아프리카 특파원 러시아 중남미 문화 일반 미디어 종교·학술 공연 미술 건강 레저 문학 음식 위크엔드 패션·뷰티 결혼·육아 전국 일반 서울 경기 강원 충청 영남 호남 제주 피플 일반 부음 동정·인사 인터뷰 오피니언 사설 오늘의 칼럼 기자·데스크 논설위원칼럼 전문가칼럼 외부칼럼 기고·독자 월드 이슈 비즈 일반 금융·증권 보험 재테크 부동산 IT / 과학 산업·기업 자동차 쇼핑·유통 취업·창업 연예 일반 스타 TV·,http://www.segye.com/newsView/20250203505156?OutUrl=naver
2022,[부동산 Knock] 주택착공·분양 절반수준 '뚝'… 얼어붙은 강원 건설업,[부동산 Knock] 주택착공·분양 절반수준 ‘뚝’… 얼어붙은 강원 건설업 < 기사 - 강원도민일보 화면이 제대로 보이지 않는다면 클릭해 주세요! 주요서비스 바로가기 본문 바로가기 매체정보 바로가기 로그인 바로가기 기사검색 바로가기 상단영역 최종편집 :  2025-02-07 17:16 (금) 구독 제보 광고 투고 윤리강령 로그인 닫기 전체메뉴 버튼 자치분권 광복80주년 오피니언 정치 사회 경제 지역 강원&강원인 문화 스포츠 강원도민TV 뉴스레터 지면보기 강원도민일보 사이트맵 종합 정치 사회 경제 문화 스포츠 강원&강원인 기획 광복80주년 민선30주년 오피니언 사설 명경대 기고 도민시론 독자한마디 요즘에 독자시 데스크눈 칼럼 정치 정치일반 자치분권 지방정부 지방의회 대통령실 국회/정당 북한/외교 사회 사회일반 법원/검찰 사건/사고 기후위기 교육/입시 보건/의료 노동/노사 인권 성평등 날씨 경제 경제일반 금융/은행 증권/코인 산업/기업 부동산 소비자 지역 춘천 원주 강릉 동해 태백 속초,http://www.kado.net/news/articleView.html?idxno=1291706
2022,대전 아파트 매입 '큰손' 된 30대… 최근 2년 40대 추월,대전 아파트 매입 ‘큰손’ 된 30대… 최근 2년 40대 추월 < 지역경제 < 경제/과학 < 기사본문 - 충청투데이 주요서비스 바로가기 본문 바로가기 매체정보 바로가기 로그인 바로가기 기사검색 바로가기 전체서비스 바로가기 상단영역 2025-02-07 17:14 (금) 전체메뉴 기사검색 기사검색 검색 닫기 정치·행정 경제 사회 문화 스포츠 사람들 오피니언 충투TV 로그인 회원가입 기사제보 지면보기 구독신청 본문영역 현재위치 홈 경제/과학 지역경제 대전 아파트 매입 ‘큰손’ 된 30대… 최근 2년 40대 추월 이전 기사보기 다음 기사보기 기자명 윤경식 기자 승인 2025년 02월 06일 16시 08분 지면게재일 2025년 02월 07일 금요일 지면 6면 지면보기 SNS 기사보내기 페이스북(으)로 기사보내기 트위터(으)로 기사보내기 카카오스토리(으)로 기사보내기 카카오톡(으)로 기사보내기 URL복사(으)로 기사보내기 이메일(으)로 기사보내기 다른 공유 찾기 이 기사를 공유합니다 페이스북(,https://www.cctoday.co.kr/news/articleView.html?idxno=2207504
2022,"""목돈 감당이 안된다""…서민들 '전세살이' 꺼리더니 결국",목돈 감당이 안된다…서민들 전세살이 꺼리더니 결국 | 한국경제 본문 바로가기 한경코리아마켓 한경글로벌마켓 집코노미 오피니언 경제 금융 산업 유통 IT 국제 프리미엄 마켓인사이트 한경Law&Biz 한경 BIO Insight 한경CHO Insight 한경ESG 한경Geeks 입법 익스플로러 아르떼 한경만의 독자적인 프리미엄 콘텐츠입니다. 더보기 정치 사회 골프 연예 스포츠 회원전용 전체뉴스 한경트래블 뉴스레터 스페셜 리포트 The Moneyist The Lifeist 한경동영상 기자 코너 POLL 랭킹뉴스 인사·부고 보도자료 데이터센터 한경용어사전 한경행사 스타워즈 한경유레카 한경운세 신문 전자판 신문 구독신청 한경스토어 한경렌탈 한경미디어 한국경제TV KED Global 한국경제매거진 한경에이셀 한경 arte TV 한경 arte 필하모닉 BOOK 한경아카데미 한경블루애드 텐아시아 생글생글 주니어 생글생글 TESAT 29초영화제 교육센터 블루밍비트 키즈맘 포천힐스 빠른 메뉴 찾기 검색어,https://www.hankyung.com/article/2025020428601
2022,'악성 미분양' 10년5개월만에 2만가구대로 늘어,'악성 미분양' 10년5개월만에 2만가구대로 늘어 - 서울이코노미뉴스 × 전체기사 AI·디지털 경제 전체 CES·AI 디지털 유통 & 고발 커뮤니티 전체 ESG/NGO 이슈·인터뷰·피플 뉴스라이브 전체 정책 산업 금융 국제경제 탐사취재 전체 이슈추적 기획/특집 오피니언 전체 칼럼 용환승의 AI세상 뉴스칼럼 보도자료 포토뉴스 논객 칼럼 한마당 전체 권의종의 경제프리즘 류동길의 경제평론 김명서의 세상만사 조연행의 컨슈머리포트 조휘갑의 일사일언 전창환의 경제시사 예전 뉴스 금융아고라 전체 고발뉴스 참여뉴스 금융일반 전체 정책 금융지주&은행 제2금융권 글로벌금융 금융생활꿀팁 보는뉴스 비즈&컨슈머 전체 산업 컨슈머 뉴스 <뉴스 인 뉴스>재계 안테나 연중기획 전체 이슈추적 기획&특집 전문가코너 오피니언 전체 사설 발행인 칼럼 명사 칼럼 기자 칼럼 정복규의 新 \'姓氏의 故鄕\' 양재찬의 경제시평 이기수의 시사논평 반론 보도문 금융소비자 한마당 기획 전체 <연중기획>앞서가는 금융기관 Advert,http://www.seouleconews.com/news/articleView.html?idxno=81595
2022,9천건→3천건→1천건...서울 아파트 거래 가뭄 이 정도야?,9천건→3천건→1천건...서울 아파트 거래 가뭄 이 정도야? - 매일경제 댓글정책 공감순 최신순 오래된순 뉴스 바로가기 주가 정보 매일 경제 뉴스 MK위클리연재 스타투데이 마켓 부동산 교육 통합검색 로그인 회원가입 로그아웃 마이페이지 ENG JPN CHN 전체메뉴 뉴스홈 경제 기업 사회 국제 부동산 증권 정치 IT·과학 문화 오피니언 스포츠 기획·연재 Special Edition 인기뉴스 뉴스 오피니언 기획연재 스페셜에디션 스타투데이 스포츠 매경게임진 Pulse MK China MK빌리어드뉴스 미라클아이 MK ESG 프리미엄 MK위클리연재 매경e신문 레이더M 오늘의 매경 뉴스레터 AI 오디오 뉴스 매경엠플러스 MK YouTube 핵심 요약쏙 재테크 마켓 부동산 시사 경제 용어 신설법인 라이프 골프 Book 여행 M플레이 Car AGL해외골프 MK 장례 MK 운세 와글와글팝업 비즈니스 The Biz Times 닛케이텔레콤 KDX한국데이터거래소 모바일 쿠폰 MK Frame 미라클랩 캠페,https://www.mk.co.kr/article/11231531
2022,“뉴욕도 아니고 서울 아파트가 월세 1000만원?” 이제 ‘월세 시대’ ...,“뉴욕도 아니고 서울 아파트가 월세 1000만원?” 이제 ‘월세 시대’ 오나[부동산360] - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “뉴욕도 아니고 서울 아파트가 월세 1000만원?” 이제 ‘월세 시대’ 오나[부동산360] 부동산 부동산360 “뉴욕도 아니고 서울 아파트가 월세 1000만원?” 이제 ‘월세 시대’ 오나[부동산360] 입력 2025-02-05 07,https://biz.heraldcorp.com/article/10411736?ref=naver
